1403715274.312143087 0.00008 -0.00015 -0.00016 0.82980 -0.00905 0.55784 0.01318
1403715274.412142992 -0.00002 -0.00014 -0.00019 0.82980 -0.00905 0.55782 0.01338
1403715274.512142897 -0.00003 -0.00010 -0.00030 0.82972 -0.00874 0.55795 0.01334
1403715274.612143040 -0.00012 0.00008 -0.00051 0.82970 -0.00857 0.55800 0.01312
1403715274.712142944 -0.00012 0.00035 -0.00069 0.82951 -0.00849 0.55826 0.01318
1403715274.812143087 -0.00010 0.00057 -0.00074 0.82951 -0.00860 0.55826 0.01336
1403715274.912142992 -0.00026 0.00075 -0.00079 0.82948 -0.00853 0.55832 0.01329
1403715275.012142897 -0.00037 0.00120 -0.00120 0.82947 -0.00847 0.55834 0.01311
1403715275.112143040 -0.00022 0.00092 -0.00079 0.82949 -0.00845 0.55831 0.01305
1403715275.212142944 -0.00029 0.00105 -0.00088 0.82947 -0.00840 0.55833 0.01307
1403715275.312143087 -0.00033 0.00105 -0.00103 0.82948 -0.00843 0.55833 0.01297
1403715275.412142992 -0.00033 0.00095 -0.00096 0.82951 -0.00834 0.55828 0.01295
1403715275.512142897 -0.00039 0.00071 -0.00085 0.82950 -0.00835 0.55830 0.01298
1403715275.612143040 -0.00031 0.00073 -0.00073 0.82953 -0.00841 0.55825 0.01301
1403715275.712142944 -0.00037 0.00102 -0.00101 0.82954 -0.00834 0.55824 0.01294
1403715275.812143087 -0.00024 0.00079 -0.00068 0.82956 -0.00841 0.55821 0.01298
1403715275.912142992 -0.00049 0.00114 -0.00080 0.82937 -0.00841 0.55848 0.01303
1403715276.012142897 -0.00031 0.00084 -0.00050 0.82901 -0.00853 0.55902 0.01306
1403715276.112143040 0.00003 0.00123 -0.00057 0.82937 -0.00850 0.55848 0.01317
1403715276.212142944 -0.00012 0.00110 -0.00063 0.82936 -0.00847 0.55849 0.01315
1403715276.312143087 -0.00021 0.00140 -0.00090 0.82941 -0.00850 0.55842 0.01312
1403715276.412142992 -0.00023 0.00096 -0.00044 0.82949 -0.00850 0.55830 0.01310
1403715276.512142897 -0.00030 0.00107 -0.00028 0.82923 -0.00847 0.55870 0.01299
1403715276.612143040 -0.00015 0.00120 -0.00004 0.82943 -0.00858 0.55839 0.01317
1403715276.712142944 -0.00035 0.00166 0.00062 0.82939 -0.00856 0.55844 0.01319
1403715276.812143087 -0.00021 0.00218 0.00089 0.82937 -0.00861 0.55848 0.01300
1403715276.912142992 0.00181 -0.00070 0.00152 0.82902 -0.00882 0.55899 0.01302
1403715277.012142897 0.00154 -0.00047 0.00149 0.82876 -0.00881 0.55939 0.01299
1403715277.112143040 0.00165 -0.00086 0.00132 0.82883 -0.00879 0.55928 0.01311
1403715277.212142944 0.00148 -0.00081 0.00127 0.82880 -0.00898 0.55932 0.01302
1403715277.312143087 0.00090 -0.00084 0.00066 0.82882 -0.00916 0.55928 0.01340
1403715277.412142992 0.00077 -0.00114 0.00082 0.82859 -0.00917 0.55961 0.01369
1403715277.512142897 0.00122 -0.00129 0.00066 0.82844 -0.00940 0.55983 0.01377
1403715277.612143040 0.00191 -0.00123 0.00083 0.82829 -0.00947 0.56005 0.01387
1403715277.712142944 0.00203 -0.00119 0.00093 0.82812 -0.00970 0.56029 0.01393
1403715277.812143087 0.00206 -0.00105 0.00075 0.82785 -0.00963 0.56068 0.01438
1403715277.912142992 0.00213 -0.00018 0.00165 0.82795 -0.00984 0.56052 0.01475
1403715278.012142897 0.00204 0.00099 0.00262 0.82790 -0.01021 0.56059 0.01447
1403715278.112143040 0.00160 0.00097 0.00200 0.82742 -0.01008 0.56130 0.01479
1403715278.212142944 0.00187 0.00117 0.00243 0.82753 -0.01018 0.56114 0.01460
1403715278.312143087 0.00202 0.00122 0.00321 0.82703 -0.01106 0.56183 0.01562
1403715278.412142992 0.00240 0.00165 0.00444 0.82649 -0.01188 0.56255 0.01756
1403715278.512142897 0.00563 0.00139 0.00539 0.82405 -0.01374 0.56610 0.01711
1403715278.612143040 0.01494 0.00215 0.01505 0.81846 -0.01632 0.57411 0.01582
1403715278.712142944 0.02870 0.00501 0.03245 0.81616 -0.01789 0.57735 0.01538
1403715278.812143087 0.04583 0.00882 0.06072 0.81519 -0.02033 0.57867 0.01407
1403715278.912142992 0.06462 0.01239 0.09657 0.81675 -0.02286 0.57633 0.01569
1403715279.012142897 0.08149 0.01468 0.12796 0.81881 -0.02441 0.57316 0.02088
1403715279.112143040 0.09550 0.01659 0.14051 0.81908 -0.02672 0.57247 0.02594
1403715279.212142944 0.10405 0.01750 0.13884 0.81424 -0.02545 0.57938 0.02622
1403715279.312143087 0.11065 0.01924 0.13300 0.80791 -0.02248 0.58849 0.02122
1403715279.412142992 0.11670 0.02147 0.12999 0.80492 -0.01882 0.59296 0.01199
1403715279.512142897 0.12260 0.02326 0.13019 0.80505 -0.01621 0.59294 0.00665
1403715279.612143040 0.12776 0.02426 0.13366 0.80564 -0.01574 0.59214 0.00741
1403715279.712142944 0.13140 0.02457 0.14073 0.80590 -0.01548 0.59180 0.00715
1403715279.812143087 0.13384 0.02457 0.15059 0.80675 -0.01546 0.59066 0.00600
1403715279.912142992 0.13473 0.02375 0.16321 0.80768 -0.01530 0.58939 0.00586
1403715280.012142897 0.13544 0.02262 0.17560 0.81320 -0.01439 0.58178 0.00469
1403715280.112143040 0.13647 0.02088 0.18808 0.82123 -0.01225 0.57042 0.00659
1403715280.212142944 0.14101 0.01881 0.20342 0.82410 -0.00697 0.56627 0.01219
1403715280.312143087 0.14973 0.01769 0.22224 0.82245 0.00013 0.56864 0.01504
1403715280.412142992 0.16242 0.02055 0.23961 0.81915 0.00383 0.57330 0.01743
1403715280.512142897 0.17799 0.02406 0.25737 0.81684 -0.00601 0.57662 0.01572
1403715280.612143040 0.19562 0.02923 0.27366 0.81411 -0.02235 0.58005 0.01617
1403715280.712142944 0.21531 0.03367 0.28844 0.81225 -0.04285 0.58119 0.02507
1403715280.812143087 0.23536 0.03880 0.30028 0.81194 -0.06316 0.57929 0.03453
1403715280.912142992 0.25740 0.04960 0.31060 0.81429 -0.07098 0.57531 0.03031
1403715281.012142897 0.28144 0.06603 0.31782 0.82216 -0.07036 0.56462 0.01782
1403715281.112143040 0.30213 0.07278 0.32662 0.82314 -0.08969 0.55945 0.03756
1403715281.212142944 0.32121 0.07863 0.33896 0.81757 -0.10497 0.56355 0.05453
1403715281.312143087 0.33997 0.08275 0.34776 0.81354 -0.12450 0.56305 0.07501
1403715281.412142992 0.35910 0.08601 0.35356 0.81052 -0.14060 0.56168 0.08834
1403715281.512142897 0.37934 0.08939 0.35511 0.80723 -0.15781 0.55928 0.10337
1403715281.612143040 0.40059 0.09045 0.35690 0.80327 -0.17791 0.55564 0.11982
1403715281.712142944 0.42129 0.09240 0.35505 0.79800 -0.20110 0.55140 0.13678
1403715281.812143087 0.44318 0.09374 0.35140 0.79212 -0.22597 0.54576 0.15371
1403715281.912142992 0.46601 0.09486 0.34616 0.78491 -0.25023 0.54056 0.17055
1403715282.012142897 0.49132 0.09527 0.33768 0.77731 -0.27404 0.53501 0.18561
1403715282.112143040 0.51704 0.09466 0.32751 0.76907 -0.29623 0.52904 0.20220
1403715282.212142944 0.54350 0.09463 0.31702 0.76003 -0.31834 0.52256 0.21899
1403715282.312143087 0.57178 0.09523 0.30667 0.75121 -0.34008 0.51457 0.23504
1403715282.412142992 0.60060 0.09574 0.29665 0.74207 -0.36063 0.50529 0.25289
1403715282.512142897 0.63126 0.09612 0.28629 0.73133 -0.38131 0.49781 0.26821
1403715282.612143040 0.66443 0.09557 0.27561 0.72021 -0.39916 0.49221 0.28232
1403715282.712142944 0.69922 0.09360 0.26465 0.70807 -0.41614 0.48957 0.29288
1403715282.812143087 0.73566 0.09308 0.25238 0.69605 -0.43435 0.48578 0.30143
